1110409,1110409,長和,伊達市長和町
1110410,1110410,伊達紋別,伊達市山下町
1110411,1110411,北舟岡,伊達市舟岡町
1110412,1110412,稀府,伊達市南稀府町
1110413,1110413,黄金,伊達市南黄金町
1110414,1110414,崎守,室蘭市崎守町
1110415,1110415,本輪西,室蘭市本輪西町１丁目
1110416,1110416,室蘭,室蘭市入江町１
1110417,1110417,母恋,室蘭市母恋北町１丁目
1110418,1110418,御崎,室蘭市御崎町２丁目
1110419,1110419,輪西,室蘭市仲町
1110420,1110420,東室蘭,室蘭市東町２丁目
1110421,1110421,鷲別,登別市鷲別町２丁目
1110422,1110422,幌別,登別市幌別町３丁目
1110423,1110423,富浦,登別市富浦町１丁目
1110424,1110424,登別,登別市登別港町１丁目
1110425,1110425,虎杖浜,白老郡白老町字虎杖浜
1110426,1110426,竹浦,白老郡白老町字竹浦
1110427,1110427,北吉原,白老郡白老町字北吉原
1110428,1110428,萩野,白老郡白老町字萩野
1110429,1110429,白老,白老郡白老町東町１丁目
1110430,1110430,社台,白老郡白老町字社台
1110431,1110431,錦岡,苫小牧市字錦岡
1110432,1110432,糸井,苫小牧市日吉町３丁目
1110433,1110433,青葉,苫小牧市青葉町１丁目
1110434,1110434,苫小牧,苫小牧市表町６丁目
1110501,1110434,苫小牧,苫小牧市表町６丁目
1110502,1110502,沼ノ端,苫小牧市字沼ノ端
1110503,1110503,遠浅,勇払郡安平町遠浅
1110504,1110504,早来,勇払郡安平町早来大町
1110505,1110505,安平,勇払郡安平町安平
1110506,1110506,追分,勇払郡安平町追分中央
1110507,1110507,三川,夕張郡由仁町三川
1110508,1110508,古山,夕張郡由仁町字古山
1110509,1110509,由仁,夕張郡由仁町古山
1110510,1110510,栗山,夕張郡栗山町中央３丁目
1110511,1110511,栗丘,岩見沢市栗沢町栗丘
1110512,1110512,栗沢,岩見沢市栗沢町本町
1110513,1110513,志文,岩見沢市志文本町１条４丁目
1110514,1110327,岩見沢,岩見沢市有明町南
1110601,1110335,滝川,滝川市栄町４丁目
1110602,1110602,東滝川,滝川市東滝川
1110603,1110603,赤平,赤平市泉町１丁目
1110604,1110604,茂尻,赤平市字茂尻町南２丁目
1110605,1110605,平岸,北海道赤平市平岸仲町１丁目
1110606,1110606,芦別,芦別市本町
1110607,1110607,上芦別,芦別市上芦別町
1110608,1110608,野花南,芦別市野花南町
1110609,1110609,島ノ下,富良野市字島ノ下
1110610,1110610,富良野,富良野市日の出町
1110611,1110611,布部,富良野市字布部市街地
1110612,1110612,山部,北海道富良野市字山部市山部中町
1110613,1110613,下金山,空知郡南富良野町字下金山
1110614,1110614,金山,空知郡南富良野町字金山
1110615,1110615,東鹿越,空知郡南富良野町東鹿越
1110616,1110616,幾寅,空知郡南富良野町幾寅仲町
1110617,1110617,落合,空知郡南富良野町落合
1110618,1110618,新得,上川郡新得町本通北１丁目
1110701,1110618,新得,上川郡新得町本通北１丁目
1110702,1110702,十勝清水,上川郡清水町本通１丁目
1110703,1110703,羽帯,上川郡清水町字羽帯
1110704,1110704,御影,上川郡清水町御影本通り１丁目
1110705,1110705,芽室,河西郡芽室町本通り１丁目
1110706,1110706,大成,河西郡芽室町東芽室南２線
1110707,1110707,西帯広,帯広市西２３条南１丁目
1110708,1110708,柏林台,帯広市西１７条南１丁目
1110709,1110709,帯広,帯広市西２条南１２丁目
1110710,1110710,札内,中川郡幕別町字札内中央町
1110711,1110711,稲士別,中川郡幕別町稲志別
1110712,1110712,幕別,中川郡幕別町錦町
1110713,1110713,利別,中川郡池田町字利別西町
1110714,1110714,池田,中川郡池田町東１条１丁目
1110715,1110715,十弗,中川郡豊頃町字十弗宝町
1110716,1110716,豊頃,中川郡豊頃町豊頃旭町
1110717,1110717,新吉野,十勝郡浦幌町字吉野
1110718,1110718,浦幌,十勝郡浦幌町字本町
1110719,1110719,上厚内,十勝郡浦幌町字上厚内
1110720,1110720,厚内,十勝郡浦幌町字厚内
1110721,1110721,直別,釧路市音別町直別
1110722,1110722,尺別,釧路市音別町尺別（岐線）
1110723,1110723,音別,釧路市音別町本町１丁目
1110724,1110724,古瀬,白糠郡白糠町和天別
1110725,1110725,白糠,白糠郡白糠町東１条南１丁目
1110726,1110726,西庶路,白糠郡白糠町西庶路西１条南３丁目
1110727,1110727,庶路,白糠郡白糠町庶路甲区
1110728,1110728,大楽毛,釧路市大楽毛５丁目
1110729,1110729,新大楽毛,釧路市大楽毛１丁目
1110730,1110730,新富士,釧路市新富士町３丁目
1110731,1110731,釧路,釧路市北大通１４丁目
1110801,1110731,釧路,釧路市北大通１４丁目
1110802,1110802,東釧路,釧路市貝塚２丁目
1110803,1110803,武佐,釧路市武佐４丁目
1110804,1110804,別保,釧路郡釧路町字別保
1110805,1110805,上尾幌,厚岸郡厚岸町字上尾幌市街
1110806,1110806,尾幌,厚岸郡厚岸町大字苫多村字尾幌
1110807,1110807,門静,厚岸郡厚岸町字門静
1110808,1110808,厚岸,厚岸郡厚岸町字宮園町
1110809,1110809,糸魚沢,厚岸郡厚岸町大字別寒辺牛村ベカンベウシ
1110810,1110810,茶内,厚岸郡浜中町大字琵琶瀬村字茶内市街
1110811,1110811,浜中,厚岸郡浜中町大字後静村字浜中市街
1110812,1110812,姉別,厚岸郡浜中町大字後静村字姉別市街
1110813,1110813,厚床,根室市厚床１丁目
1110814,1110814,初田牛,根室市初田牛
1110815,1110815,別当賀,根室市別当賀
1110816,1110816,落石,根室市落石東
1110817,1110817,昆布盛,根室市昆布盛
1110818,1110818,西和田,根室市西和田
1110819,1110819,花咲,根室市花咲港
1110820,1110820,東根室,根室市光洋町２丁目
1110821,1110821,根室,根室市光和町２丁目
1110901,1110434,苫小牧,苫小牧市表町６丁目
1110902,1110502,沼ノ端,苫小牧市字沼ノ端
1110903,1110903,植苗,苫小牧市字植苗
1110904,1110904,美々,千歳市美々
1110905,1110905,新千歳空港,千歳市美々
1110906,1110906,南千歳,千歳市字平和
1110907,1110907,千歳,千歳市千代田町７丁目
1110908,1110908,長都,千歳市上長都
1110909,1110909,サッポロビール庭園,恵庭市戸磯
1110910,1110910,恵庭,恵庭市相生町
1110911,1110911,恵み野,恵庭市恵み野西１丁目
1110912,1110912,島松,恵庭市島松仲町１丁目１-１
1110913,1110913,北広島,北広島市中央６丁目
1110914,1110914,上野幌,札幌市厚別区厚別町上野幌
1110915,1110915,新札幌,札幌市厚別区厚別中央二条５丁目
1110916,1110916,平和,札幌市白石区平和通１６丁目北
1110917,1110317,白石,札幌市白石区平和通3丁目北6
1110918,1110316,苗穂,札幌市中央区北３条東１３丁目
1110919,1110315,札幌,札幌市北区北６条西４丁目
1111001,1110906,南千歳,千歳市字平和
1111002,1110506,追分,勇払郡安平町追分中央
1111003,1111003,東追分,勇払郡安平町追分向陽
1111004,1111004,川端,夕張郡由仁町字川端
1111005,1111005,滝ノ上,夕張市滝ノ上
1111006,1111006,十三里,夕張市紅葉山
1111007,1111007,新夕張,夕張市紅葉山
1111008,1111008,沼ノ沢,夕張市沼ノ沢
1111009,1111009,南清水沢,夕張市南清水沢２丁目
1111010,1111010,清水沢,夕張市清水沢３丁目
1111011,1111011,鹿ノ谷,夕張市鹿の谷３丁目
1111012,1111012,夕張,夕張市末広１丁目
1111013,1111013,占冠,勇払郡占冠村占冠
1111014,1111014,トマム,勇払郡占冠村字中トマム
1111015,1110618,新得,上川郡新得町本通北１丁目
1111101,1110434,苫小牧,苫小牧市表町６丁目
1111102,1111102,勇払,苫小牧市字勇払
1111103,1111103,浜厚真,勇払郡厚真町字浜厚真
1111104,1111104,浜田浦,勇払郡むかわ町田浦
1111105,1111105,鵡川,勇払郡むかわ町末広２丁目
1111106,1111106,汐見,勇払郡むかわ町汐見
1111107,1111107,富川,沙流郡日高町富川南４丁目
1111108,1111108,日高門別,沙流郡日高町門別本町
1111109,1111109,豊郷,沙流郡日高町豊郷
1111110,1111110,清畠,沙流郡日高町清畠
1111111,1111111,厚賀,沙流郡日高町厚賀町
1111112,1111112,大狩部,新冠郡新冠町字大狩部
1111113,1111113,節婦,新冠郡新冠町字節婦町
1111114,1111114,新冠,新冠郡新冠町新冠字本町
1111115,1111115,静内,日高郡新ひだか町静内本町５丁目
1111116,1111116,静内海水浴場,北海道日高郡新ひだか町静内真歌
1111117,1111117,東静内,日高郡新ひだか町東静内
1111118,1111118,春立,日高郡新ひだか町静内春立
1111119,1111119,日高東別,日高郡新ひだか町静内東別
1111120,1111120,日高三石,日高郡新ひだか町三石旭町
1111121,1111121,蓬栄,日高郡新ひだか町三石蓬栄
1111122,1111122,本桐,日高郡新ひだか町三石本桐
1111123,1111123,荻伏,浦河郡浦河町荻伏町
1111124,1111124,絵笛,浦河郡浦河町絵笛
1111125,1111125,浦河,浦河郡浦河町昌平町
1111126,1111126,東町,浦河郡浦河町東町うしお１丁目
1111127,1111127,日高幌別,浦河郡浦河町字西幌別
1111128,1111128,鵜苫,様似郡様似町鵜苫
1111129,1111129,西様似,様似郡様似町西町
1111130,1111130,様似,様似郡様似町大通１丁目
1111201,1110315,札幌,札幌市北区北６条西４丁目
1111202,1110314,桑園,札幌市中央区北１１条西１５丁目
1111203,1111203,八軒,札幌市西区八軒６条東２丁目
1111204,1111204,新川,札幌市北区新川四条１丁目
1111205,1111205,新琴似,札幌市北区新琴似８条１丁目
1111206,1111206,太平,札幌市北区太平２条５丁目
1111207,1111207,百合が原,札幌市北区篠路町太平中央
1111208,1111208,篠路,札幌市北区篠路４条７丁目
1111209,1111209,拓北,札幌市北区拓北６条３丁目
1111210,1111210,あいの里教育大,札幌市北区あいの里１条５丁目
1111211,1111211,あいの里公園,札幌市北区あいの里２条８丁目
1111212,1111212,石狩太美,石狩郡当別町太美町
1111213,1111213,石狩当別,石狩郡当別町字錦町
1111214,1111214,北海道医療大学,石狩郡当別町字金沢
1111215,1111215,石狩金沢,石狩郡当別町字金沢
1111216,1111216,本中小屋,石狩郡当別町字中小屋
1111217,1111217,中小屋,石狩郡当別町字中小屋
1111218,1111218,月ケ岡,北海道樺戸郡月形町字月ヶ岡
1111219,1111219,知来乙,樺戸郡月形町字知来乙
1111220,1111220,石狩月形,樺戸郡月形町赤川
1111221,1111221,豊ケ岡,北海道樺戸郡月形町字豊ケ丘
1111222,1111222,札比内,樺戸郡月形町字札比内
1111223,1111223,晩生内,樺戸郡浦臼町字晩生内第２
1111224,1111224,札的,樺戸郡浦臼町字浦臼内
1111225,1111225,浦臼,樺戸郡浦臼町字浦臼内
1111226,1111226,鶴沼,樺戸郡浦臼町字於礼内
1111227,1111227,於札内,樺戸郡浦臼町字オサツナイ
1111228,1111228,南下徳富,樺戸郡新十津川町字花月
1111229,1111229,下徳富,樺戸郡新十津川町字花月
1111230,1111230,新十津川,樺戸郡新十津川町字中央
1111301,1110338,深川,深川市１条
1111302,1111302,北一已,深川市一已町一已
1111303,1111303,秩父別,雨竜郡秩父別町２６区
1111304,1111304,北秩父別,雨竜郡秩父別町６条１丁目
1111305,1111305,石狩沼田,雨竜郡沼田町沼田
1111306,1111306,真布,雨竜郡沼田町字真布
1111307,1111307,恵比島,雨竜郡沼田町字恵比島
1111308,1111308,峠下,留萌市留萌村峠下
1111309,1111309,幌糠,留萌市幌糠町幌糠
1111310,1111310,藤山,留萌市藤山町藤山
1111311,1111311,大和田,留萌市大和田
1111312,1111312,留萌,留萌市船場町２丁目
1111313,1111313,瀬越,留萌市瀬越町
1111314,1111314,浜中海水浴場,北海道留萌市浜中町
1111315,1111315,礼受,留萌市礼受町
1111316,1111316,阿分,増毛郡増毛町大字阿分村
1111317,1111317,信砂,増毛郡増毛町大字舎熊村字信砂
1111318,1111318,舎熊,増毛郡増毛町大字舎熊村字舎熊
1111319,1111319,朱文別,増毛郡増毛町大字朱文別
1111320,1111320,箸別,増毛郡増毛町増毛村大字箸別
1111321,1111321,増毛,増毛郡増毛町弁天町１丁目
1111401,1110342,旭川,旭川市宮下通８丁目
1111402,1111402,神楽岡,旭川市神楽岡４条１４丁目
1111403,1111403,緑が丘,旭川市神楽岡１３条９丁目
1111404,1111404,西御料,旭川市西神楽一線５号
1111405,1111405,西瑞穂,旭川市西神楽一線９号
1111406,1111406,西神楽,旭川市西神楽南１条１丁目
1111407,1111407,西聖和,旭川市西神楽二線１７号
1111408,1111408,千代ケ岡,北海道旭川市西神楽1線24号
1111409,1111409,北美瑛,上川郡美瑛町字下宇莫別
1111410,1111410,美瑛,上川郡美瑛町本町１丁目
1111411,1111411,美馬牛,上川郡美瑛町字美馬牛
1111412,1111412,上富良野,空知郡上富良野町中町１丁目
1111413,1111413,西中,空知郡中富良野町基線北１８号
1111414,1111414,ラベンダー畑,空知郡中富良野町基線北１５号
1111415,1111415,中富良野,空知郡中富良野町市街地
1111416,1111416,鹿討,空知郡中富良野町字富良野基線北８号
1111417,1111417,学田,富良野市字西学田二区
1111418,1110610,富良野,富良野市日の出町
1111501,1110342,旭川,旭川市宮下通８丁目
1111502,1111502,旭川四条,旭川市四条通１８丁目
1111503,1111503,新旭川,旭川市東八条６丁目
1111504,1111504,永山,旭川市永山１条１９丁目
1111505,1111505,北永山,旭川市永山町１５丁目
1111506,1111506,南比布,上川郡比布町南１線５号
1111507,1111507,比布,上川郡比布町市街地
1111508,1111508,北比布,上川郡比布町北５線１０号
1111509,1111509,蘭留,上川郡比布町北９線１４号
1111510,1111510,塩狩,上川郡和寒町塩狩
1111511,1111511,和寒,上川郡和寒町北町
1111512,1111512,東六線,上川郡剣淵町第１０区
1111513,1111513,剣淵,上川郡剣淵町栄町
1111514,1111514,北剣淵,上川郡剣淵町第１３区
1111515,1111515,士別,士別市西３条８丁目
1111516,1111516,下士別,士別市下士別町
1111517,1111517,多寄,士別市多寄町３６線東
1111518,1111518,瑞穂,士別市多寄町３１線東
1111519,1111519,風連,名寄市風連町本町
1111520,1111520,東風連,名寄市風連町東風連
1111521,1111521,名寄,名寄市東１条南６丁目
1111522,1111522,日進,名寄市字日進
1111523,1111523,北星,名寄市智恵文北星
1111524,1111524,智恵文,名寄市智恵文１１線
1111525,1111525,智北,名寄市字智恵文
1111526,1111526,南美深,中川郡美深町字美深
1111527,1111527,美深,中川郡美深町字開運町
1111528,1111528,初野,中川郡美深町字富岡
1111529,1111529,紋穂内,中川郡美深町字紋穂内
1111530,1111530,恩根内,中川郡美深町字恩根内
1111531,1111531,豊清水,中川郡美深町字清水
1111532,1111532,天塩川温泉,中川郡音威子府村字咲来
1111533,1111533,咲来,中川郡音威子府村字咲来
1111534,1111534,音威子府,中川郡音威子府村字音威子府
1111535,1111535,筬島,中川郡音威子府村字物満内
1111536,1111536,佐久,中川郡中川町字佐久
1111537,1111537,天塩中川,中川郡中川町字中川
1111538,1111538,歌内,中川郡中川町字歌内
1111539,1111539,問寒別,天塩郡幌延町字問寒別
1111540,1111540,糠南,天塩郡幌延町字糠南
1111541,1111541,雄信内,天塩郡幌延町字雄興
1111542,1111542,安牛,天塩郡幌延町字開進
1111543,1111543,南幌延,天塩郡幌延町字南幌延
1111544,1111544,上幌延,天塩郡幌延町字上幌延
1111545,1111545,幌延,天塩郡幌延町１条南１丁目
1111546,1111546,下沼,天塩郡幌延町字下沼
1111547,1111547,豊富,天塩郡豊富町字上サロベツ
1111548,1111548,徳満,天塩郡豊富町字徳満
1111549,1111549,兜沼,天塩郡豊富町字兜沼
1111550,1111550,勇知,稚内市字抜海村上勇知
1111551,1111551,抜海,稚内市字抜海村クトネベツ
1111552,1111552,南稚内,稚内市大黒１丁目
1111553,1111553,稚内,稚内市中央３丁目
1111601,1110342,旭川,旭川市宮下通８丁目
1111602,1111502,旭川四条,旭川市四条通１８丁目
1111603,1111503,新旭川,旭川市東八条６丁目
1111604,1111604,南永山,旭川市永山十条３丁目
1111605,1111605,東旭川,旭川市東旭川北三条５丁目
1111606,1111606,北日ノ出,旭川市東旭川町日ノ出
1111607,1111607,桜岡,旭川市東旭川町桜岡
1111608,1111608,当麻,上川郡当麻町市街
1111609,1111609,将軍山,上川郡当麻町北星２区
1111610,1111610,伊香牛,上川郡当麻町伊香牛
1111611,1111611,愛別,上川郡愛別町字愛別
1111612,1111612,中愛別,上川郡愛別町字中央
1111613,1111613,愛山,上川郡愛別町字愛山
1111614,1111614,安足間,上川郡愛別町字愛山
1111615,1111615,東雲,上川郡上川町東雲
1111616,1111616,上川,上川郡上川町中央町
1111617,1111617,上白滝,紋別郡遠軽町上白滝
1111618,1111618,白滝,紋別郡遠軽町白滝
1111619,1111619,旧白滝,紋別郡遠軽町旧白滝
1111620,1111620,下白滝,紋別郡遠軽町下白滝
1111621,1111621,丸瀬布,紋別郡遠軽町丸瀬布中町
1111622,1111622,瀬戸瀬,紋別郡遠軽町字瀬戸瀬西町
1111623,1111623,遠軽,紋別郡遠軽町岩見通南１丁目
1111624,1111624,安国,紋別郡遠軽町生田原安国
1111625,1111625,生野,紋別郡遠軽町生田原
1111626,1111626,生田原,紋別郡遠軽町生田原
1111627,1111627,金華,北見市留辺蘂町金華
1111628,1111628,西留辺蘂,北見市留辺蘂町旭西３３４番地の１
1111629,1111629,留辺蘂,北見市留辺蘂町東町
1111630,1111630,相内,北見市相内町
1111631,1111631,東相内,北見市東相内町
1111632,1111632,西北見,北見市緑町６丁目
1111633,1111633,北見,北見市大通西１丁目
1111634,1111634,柏陽,北見市並木町
1111635,1111635,愛し野,北見市端野町三区
1111636,1111636,端野,北見市端野町端野
1111637,1111637,緋牛内,北見市端野町緋牛内
1111638,1111638,美幌,網走郡美幌町字新町３丁目
1111639,1111639,西女満別,網走郡大空町女満別本郷
1111640,1111640,女満別,網走郡大空町女満別本通１丁目
1111641,1111641,呼人,網走市呼人
1111642,1111642,網走,網走市新町２丁目
1111701,1111642,網走,網走市新町２丁目
1111702,1111702,桂台,網走市台町１丁目
1111703,1111703,鱒浦,網走市字鱒浦
1111704,1111704,藻琴,網走市字藻琴
1111705,1111705,北浜,網走市字北浜
1111706,1111706,原生花園,斜里郡小清水町浜小清水
1111707,1111707,浜小清水,斜里郡小清水町字浜小清水
1111708,1111708,止別,斜里郡小清水町字止別
1111709,1111709,知床斜里,斜里郡斜里町港町
1111710,1111710,中斜里,斜里郡斜里町字中斜里
1111711,1111711,南斜里,斜里郡斜里町字川上
1111712,1111712,清里町,斜里郡清里町水元町
1111713,1111713,札弦,斜里郡清里町札弦町
1111714,1111714,緑,斜里郡清里町緑町
1111715,1111715,川湯温泉,川上郡弟子屈町字川湯駅前
1111716,1111716,美留和,川上郡弟子屈町字美留和
1111717,1111717,摩周,川上郡弟子屈町字朝日１丁目
1111718,1111718,南弟子屈,川上郡弟子屈町字熊牛原野
1111719,1111719,磯分内,川上郡標茶町字熊牛原野
1111720,1111720,標茶,川上郡標茶町字標茶
1111721,1111721,五十石,川上郡標茶町オソツベツ原野
1111722,1111722,茅沼,川上郡標茶町シラルトロエトロ
1111723,1111723,塘路,川上郡標茶町字塘路
1111724,1111724,細岡,釧路郡釧路町字鳥通牛原野
1111725,1111725,釧路湿原,釧路郡釧路町鳥通原野
1111726,1111726,遠矢,釧路郡釧路町字遠矢
1111727,1110802,東釧路,釧路市貝塚２丁目
1111728,1110731,釧路,釧路市北大通１４丁目
1111801,1111801,中小国,東津軽郡外ヶ浜町蟹田小国
1111802,1111802,津軽今別,東津軽郡今別町大字大川平
1111803,1111803,竜飛海底,東津軽郡外ヶ浜町三厩宇鉄立浜
1111804,1111804,吉岡海底,松前郡福島町館崎
1111805,1111805,知内,上磯郡知内町湯ノ里
1111806,1111806,木古内,上磯郡木古内町本町
1111901,1111901,江差,檜山郡江差町字陣屋町
1111902,1111902,上ノ国,檜山郡上ノ国町字大留
1111903,1111903,中須田,檜山郡上ノ国町字中須田
1111904,1111904,桂岡,檜山郡上ノ国町字桂岡
1111905,1111905,宮越,檜山郡上ノ国町字早瀬
1111906,1111906,湯ノ岱,檜山郡上ノ国町字湯ノ岱
1111907,1111907,神明,檜山郡上ノ国町字神明
1111908,1111908,吉堀,上磯郡木古内町字大川
1111909,1111909,渡島鶴岡,上磯郡木古内町字鶴岡
1111910,1111806,木古内,上磯郡木古内町本町
1111911,1111911,札苅,上磯郡木古内町字札苅
1111912,1111912,泉沢,上磯郡木古内町字泉沢
1111913,1111913,釜谷,上磯郡木古内町字釜谷
1111914,1111914,渡島当別,北斗市当別
1111915,1111915,茂辺地,北斗市茂辺地
1111916,1111916,上磯,北斗市飯生
1111917,1111917,清川口,北斗市会所町
1111918,1111918,久根別,北斗市久根別
1111919,1111919,東久根別,北斗市久根別
1111920,1111920,七重浜,北斗市七重浜２丁目
1111921,1110102,五稜郭,函館市亀田本町
1111922,1110101,函館,北海道函館市若松町
1120101,1120601,八戸,八戸市尻内町
1120201,1120201,新庄,新庄市多門町
1120202,1120202,泉田,新庄市大字泉田
1120203,1120203,羽前豊里,最上郡鮭川村大字石名坂
1120204,1120204,真室川,最上郡真室川町大字新町
1120205,1120205,釜淵,最上郡真室川町大字釜淵
1120206,1120206,大滝,最上郡真室川町大字大滝
1120207,1120207,及位,最上郡真室川町大字及位
1120208,1120208,院内,湯沢市上院内
1120209,1120209,横堀,湯沢市小野
1120210,1120210,三関,湯沢市上関
1120211,1120211,上湯沢,湯沢市関口
1120212,1120212,湯沢,湯沢市表町
1120213,1120213,下湯沢,湯沢市成沢
1120214,1120214,十文字,横手市十文字町字大道東
1120215,1120215,醍醐,横手市平鹿町醍醐
1120216,1120216,柳田,横手市柳田
1120217,1120217,横手,横手市駅前町
1120218,1120218,後三年,仙北郡美郷町飯詰
1120219,1120219,飯詰,仙北郡美郷町上深井
1120220,1120220,大曲,大仙市大曲通町
1120221,1120221,神宮寺,大仙市神宮寺
1120222,1120222,刈和野,大仙市刈和野
1120223,1120223,峰吉川,大仙市協和峰吉川
1120224,1120224,羽後境,大仙市協和境
1120225,1120225,大張野,秋田市河辺神内
1120226,1120226,和田,秋田市河辺和田
1120227,1120227,四ツ小屋,秋田市四ツ小屋
1120228,1120228,秋田,秋田市中通７丁目
1120267,1120267,泉外旭川,秋田市泉菅野二丁目18番
1120229,1120229,土崎,秋田市土崎港中央６丁目
1120230,1120230,上飯島,秋田市飯島
